Player,Year,Team,Position,Games_Played,Games_Started,Min_Played,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Candice Dupree,2008,CHI,F,34,34,1119,208,455,.457,1,7,.143,207,448,.462,.458,138,177,.780,77,270,78,36,45,98,78,555
Margo Dydek,2008,LAS,C,2,0,14,2,5,.400,0,0,,2,5,.400,.400,0,0,,2,3,0,0,0,0,0,4
Shyra Ely-Gash,2008,SEA,F,34,1,389,47,115,.409,4,11,.364,43,104,.413,.426,15,24,.625,30,90,16,12,5,29,56,113
Barbara Farris,2008,PHO,F-C,34,8,553,44,93,.473,0,0,,44,93,.473,.473,30,43,.698,38,130,8,20,4,35,87,118
Allison Feaster,2008,IND,F,33,0,301,30,89,.337,23,75,.307,7,14,.500,.466,2,2,1.000,9,23,26,5,3,14,23,85
Marie Ferdinand-Harris,2008,LAS,G,33,25,680,91,246,.370,12,44,.273,79,202,.391,.394,82,92,.891,30,85,43,25,4,41,71,276
Tye'sha Fluker,2008,CHI,C,26,2,231,25,65,.385,1,3,.333,24,62,.387,.392,19,25,.760,11,34,10,6,8,18,40,70
Cheryl Ford,2008,DET,F,24,24,637,89,185,.481,0,0,,89,185,.481,.481,65,116,.560,74,208,22,24,9,23,70,243
Sylvia Fowles,2008,CHI,C,17,14,430,77,150,.513,0,0,,77,150,.513,.513,24,41,.585,28,127,5,19,36,37,32,178
A'Quonesia Franklin,2008,SAC,G,34,0,351,19,70,.271,6,24,.250,13,46,.283,.314,9,14,.643,5,45,59,16,1,26,44,53
Kerri Gardin,2008,CON,F,34,15,540,47,133,.353,21,56,.375,26,77,.338,.432,22,41,.537,38,111,41,29,7,45,56,137
Andrea Gardner,2008,WAS,F-C,22,0,178,22,58,.379,0,0,,22,58,.379,.379,13,24,.542,23,50,6,3,0,11,26,57
Katie Gearlds,2008,SEA,G-F,34,3,468,59,158,.373,36,92,.391,23,66,.348,.487,17,23,.739,5,44,21,11,3,15,28,171
Kamela Gissendanner,2008,LAS,F,2,0,14,0,4,.000,0,1,.000,0,3,.000,.000,0,0,,2,2,0,0,0,1,2,0
Chrissy Givens,2008,DET,G,3,0,10,0,2,.000,0,0,,0,2,.000,.000,2,2,1.000,0,0,2,0,0,2,2,2
Yolanda Griffith,2008,SEA,C-F,30,30,658,67,145,.462,0,0,,67,145,.462,.462,83,128,.648,77,189,45,43,17,51,110,217
Sandrine Gruda,2008,CON,F-C,31,1,476,81,178,.455,0,0,,81,178,.455,.455,31,57,.544,44,110,28,19,26,41,56,193
Becky Hammon,2008,SAS,G,33,33,1101,171,438,.390,77,220,.350,94,218,.431,.478,163,174,.937,13,91,161,43,7,104,60,582
Lindsey Harding,2008,MIN,G,24,11,591,51,139,.367,2,25,.080,49,114,.430,.374,50,72,.694,9,56,76,27,4,55,56,154
Laura Harper,2008,SAC,F-C,34,1,560,64,135,.474,0,0,,64,135,.474,.474,60,103,.583,68,137,12,15,20,48,80,188
Vanessa Hayden,2008,MIN,C,30,0,304,65,146,.445,0,0,,65,146,.445,.445,27,44,.614,42,105,12,14,14,26,82,157
Kristin Haynie,2008,ATL,G,33,3,486,30,95,.316,10,32,.313,20,63,.317,.368,24,32,.750,15,56,82,30,4,47,41,94
Doneeka Lewis,2008,IND,G,8,0,56,7,20,.350,2,7,.286,5,13,.385,.400,0,0,,2,6,2,3,1,6,2,16
Roneeka Hodges,2008,HOU,G,15,6,274,41,98,.418,26,71,.366,15,27,.556,.551,2,2,1.000,5,30,19,5,2,10,11,110
Ebony Hoffman,2008,IND,F,33,33,1013,141,303,.465,26,57,.456,115,246,.467,.508,34,41,.829,94,258,61,47,26,79,121,342
Sequoia Holmes,2008,HOU,G,17,3,203,16,62,.258,4,17,.235,12,45,.267,.290,16,22,.727,12,35,11,8,1,14,19,52
Amber Holt,2008,CON,F,34,34,714,81,199,.407,25,76,.329,56,123,.455,.470,35,45,.778,37,105,65,15,5,31,67,222
Alexis Hornbuckle,2008,DET,G,34,0,747,63,178,.354,16,45,.356,47,133,.353,.399,42,66,.636,53,138,71,79,10,49,97,184
Charde Houston,2008,MIN,F,33,0,581,116,236,.492,0,0,,116,236,.492,.492,60,81,.741,27,122,28,30,13,55,70,292
Tasha Humphrey,2008,TOT,C,30,23,509,96,206,.466,26,68,.382,70,138,.507,.529,31,39,.795,35,112,31,17,8,45,91,249
Sandora Irvin,2008,SAS,F,21,0,116,9,28,.321,1,4,.250,8,24,.333,.339,7,11,.636,10,36,2,3,5,7,19,26
Lauren Jackson,2008,SEA,F-C,21,21,694,149,330,.452,28,95,.295,121,235,.515,.494,99,106,.934,39,147,26,31,33,40,67,425
Tiffany Jackson-Jones,2008,NYL,F,25,0,496,81,157,.516,0,0,,81,157,.516,.516,46,73,.630,47,143,26,24,8,48,46,208
Amber Jacobs,2008,TOT,G,11,3,143,6,23,.261,5,15,.333,1,8,.125,.370,3,4,.750,2,9,17,3,0,16,14,20
Cathy Joens,2008,CHI,G-F,26,0,272,34,91,.374,24,65,.369,10,26,.385,.505,7,8,.875,5,35,14,5,2,23,26,99
Shannon Johnson,2008,HOU,G,33,32,1014,80,211,.379,31,97,.320,49,114,.430,.453,62,83,.747,31,107,168,52,9,78,84,253
Temeka Johnson,2008,LAS,G,23,8,393,35,101,.347,0,10,.000,35,91,.385,.347,26,36,.722,12,43,71,24,2,37,38,96
Vickie Johnson,2008,SAS,G-F,32,32,892,87,198,.439,11,39,.282,76,159,.478,.467,28,36,.778,39,169,115,26,5,49,42,213
Asjha Jones,2008,CON,F,33,33,963,223,461,.484,5,23,.217,218,438,.498,.489,110,139,.791,73,201,81,20,26,74,85,561
Crystal Kelly,2008,SAC,F,33,4,551,62,138,.449,0,1,.000,62,137,.453,.449,119,140,.850,47,109,15,18,5,41,61,243
Laurie Koehn,2008,WAS,G,30,0,144,24,61,.393,23,55,.418,1,6,.167,.582,0,2,.000,4,11,3,0,0,10,9,71
Cathrine Kraayeveld,2008,NYL,F,34,34,961,114,298,.383,62,165,.376,52,133,.391,.487,36,51,.706,50,209,49,28,26,55,95,326
Jennifer Lacy,2008,ATL,F,33,22,605,74,190,.389,4,21,.190,70,169,.414,.400,37,55,.673,35,89,27,18,6,37,97,189
Crystal Langhorne,2008,WAS,F,34,6,529,68,109,.624,0,0,,68,109,.624,.624,28,51,.549,53,136,15,15,6,36,54,164
Erlana Larkins,2008,NYL,F,27,0,335,48,94,.511,0,0,,48,94,.511,.511,33,56,.589,38,73,18,10,7,35,54,129
Ivory Latta,2008,ATL,G,34,31,960,124,343,.362,55,160,.344,69,183,.377,.442,85,106,.802,13,72,123,45,1,61,83,388
Edwige Lawson-Wade,2008,SAS,G,30,1,280,36,80,.450,22,47,.468,14,33,.424,.588,6,9,.667,9,31,26,12,0,25,29,100
Kara Lawson,2008,SAC,G,32,32,829,139,343,.405,60,139,.432,79,204,.387,.493,53,58,.914,16,82,67,28,2,48,41,391
Betty Lennox,2008,ATL,G,34,33,1010,207,499,.415,63,176,.358,144,323,.446,.478,118,138,.855,36,143,81,45,3,114,92,595
Lisa Leslie,2008,LAS,C,33,33,1059,188,406,.463,4,17,.235,184,389,.473,.468,117,177,.661,84,293,80,49,97,119,117,497
Nancy Lieberman,2008,DET,G,1,0,9,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,2,0,0,2,0,0
Camille Little,2008,TOT,F,32,15,663,96,191,.503,9,25,.360,87,166,.524,.526,46,72,.639,47,123,36,28,13,60,86,247
Stacey Lovelace,2008,TOT,C,22,9,302,38,96,.396,12,29,.414,26,67,.388,.458,13,19,.684,21,61,16,18,10,22,40,101
Sancho Lyttle,2008,HOU,F,27,9,489,92,158,.582,0,0,,92,158,.582,.582,38,51,.745,49,168,24,40,27,30,64,222
Mwadi Mabika,2008,HOU,G,20,11,327,30,99,.303,17,62,.274,13,37,.351,.389,15,21,.714,10,37,17,10,0,12,39,92
Hamchetou Maiga-Ba,2008,HOU,F,26,22,590,87,177,.492,1,2,.500,86,175,.491,.494,27,39,.692,30,85,39,33,8,57,64,202
Kristen Mann,2008,TOT,F,18,8,254,19,48,.396,4,9,.444,15,39,.385,.438,5,5,1.000,10,23,15,9,5,15,23,47
Raffaella Masciadri,2008,LAS,F,29,1,412,47,135,.348,16,68,.235,31,67,.463,.407,16,20,.800,15,40,16,8,1,16,35,126
Katie Mattera,2008,ATL,C,33,4,462,77,144,.535,0,0,,77,144,.535,.535,66,88,.750,43,130,10,3,27,58,91,220
Kelly Mazzante,2008,PHO,G,34,2,641,68,205,.332,56,169,.331,12,36,.333,.468,5,6,.833,15,66,38,24,2,18,44,197
Janel McCarville,2008,NYL,F-C,31,31,816,168,314,.535,0,8,.000,168,306,.549,.535,89,115,.774,52,168,66,45,26,67,78,425
Taj McWilliams-Franklin,2008,TOT,F-C,33,33,1047,174,344,.506,8,26,.308,166,318,.522,.517,66,85,.776,76,238,54,47,30,84,80,422
Chasity Melvin,2008,CHI,C-F,34,18,759,98,221,.443,1,3,.333,97,218,.445,.446,81,132,.614,85,172,50,31,10,49,99,278
Coco Miller,2008,WAS,G,34,6,710,77,217,.355,15,53,.283,62,164,.378,.389,10,16,.625,46,85,47,26,5,58,63,179
Kelly Miller,2008,PHO,G,34,34,945,107,262,.408,20,52,.385,87,210,.414,.447,49,58,.845,50,148,135,22,4,84,66,283
DeLisha Milton-Jones,2008,LAS,F,31,31,1016,165,344,.480,29,81,.358,136,263,.517,.522,72,93,.774,64,196,73,34,18,99,109,431
Leilani Mitchell,2008,NYL,G,34,5,518,39,105,.371,19,47,.404,20,58,.345,.462,34,42,.810,14,57,97,17,3,39,43,131
Jessica Moore,2008,LAS,F-C,28,2,309,14,43,.326,0,0,,14,43,.326,.326,11,16,.688,17,45,17,4,5,17,48,39
Loree Moore,2008,NYL,G,29,29,809,55,161,.342,24,83,.289,31,78,.397,.416,20,24,.833,30,112,132,44,4,77,71,154
Navonda Moore,2008,MIN,G,16,0,125,15,47,.319,3,9,.333,12,38,.316,.351,15,27,.556,7,15,5,4,3,3,18,48
Bernice Mosby,2008,WAS,F,24,1,183,20,51,.392,0,0,,20,51,.392,.392,8,12,.667,17,53,2,2,7,12,20,48
Shay Murphy,2008,TOT,G,17,3,138,14,48,.292,5,20,.250,9,28,.321,.344,4,6,.667,13,26,8,6,2,11,19,37
Chelsea Newton,2008,SAC,G,26,0,393,38,95,.400,2,7,.286,36,88,.409,.411,39,51,.765,13,35,28,30,1,25,56,117
Bernadette Ngoyisa,2008,IND,C,31,1,226,30,63,.476,0,0,,30,63,.476,.476,23,32,.719,20,53,7,6,7,31,45,83
Chioma Nnamaka,2008,ATL,G,12,0,84,6,26,.231,2,11,.182,4,15,.267,.269,2,3,.667,6,12,2,5,0,4,11,16
Deanna Nolan,2008,DET,G-F,34,34,1144,216,465,.465,43,115,.374,173,350,.494,.511,63,73,.863,26,133,150,42,10,73,68,538
Yuko Oga,2008,PHO,G,23,0,180,20,57,.351,0,10,.000,20,47,.426,.351,16,17,.941,5,17,14,7,0,22,13,56
Nicole Ohlde,2008,MIN,F-C,34,34,559,73,161,.453,0,0,,73,161,.453,.453,51,65,.785,44,112,45,10,22,50,88,197
Kristen O'Neill,2008,SEA,G-F,11,0,31,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,3,1,0,0,1,4,0
Danielle Page,2008,CON,F,3,0,12,3,5,.600,0,0,,3,5,.600,.600,0,0,,2,6,0,0,0,2,3,6
Murriel Page,2008,LAS,F,27,1,243,16,49,.327,2,8,.250,14,41,.341,.347,8,12,.667,13,35,14,5,1,11,33,42
Candace Parker,2008,LAS,F,33,33,1109,231,442,.523,11,26,.423,220,416,.529,.535,137,187,.733,84,313,113,42,75,93,91,610
Florina Pascalau,2008,SEA,C,3,0,9,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,1,0,0,0,1,1,0
Ticha Penicheiro,2008,SAC,G,33,33,856,83,222,.374,8,28,.286,75,194,.387,.392,110,136,.809,19,99,172,67,4,87,80,284
Jia Perkins,2008,CHI,G,34,34,1083,213,488,.436,45,124,.363,168,364,.462,.483,106,119,.891,44,137,96,64,10,61,76,577
Erin Perperoglou,2008,SAS,F,34,23,907,76,178,.427,28,65,.431,48,113,.425,.506,64,83,.771,33,111,58,36,21,51,98,244
Erin Phillips,2008,CON,G,8,0,86,13,28,.464,6,12,.500,7,16,.438,.571,9,11,.818,9,17,3,4,1,6,7,41
Plenette Pierson,2008,DET,F,28,0,649,122,267,.457,0,2,.000,122,265,.460,.457,88,117,.752,64,136,63,24,34,48,99,332
Cappie Pondexter,2008,PHO,G,32,32,1002,234,567,.413,41,131,.313,193,436,.443,.449,170,201,.846,26,119,135,38,5,93,82,679
Elaine Powell,2008,DET,G,16,16,313,24,49,.490,1,2,.500,23,47,.489,.500,9,12,.750,18,50,35,6,1,18,21,58
Nicole Powell,2008,SAC,F,34,33,944,161,437,.368,78,190,.411,83,247,.336,.458,63,75,.840,41,150,46,40,6,62,78,463
Armintie Herrington,2008,CHI,G,34,11,763,85,194,.438,0,1,.000,85,193,.440,.438,65,125,.520,57,125,59,36,12,50,79,235
LaToya Sanders,2008,PHO,F,29,7,377,43,96,.448,0,0,,43,96,.448,.448,42,51,.824,52,102,9,10,44,27,71,128
Brooke Queenan,2008,CHI,F,8,0,36,1,8,.125,0,2,.000,1,6,.167,.125,0,0,,1,4,2,0,0,5,5,2
Allie Quigley,2008,PHO,G,14,0,100,13,39,.333,2,11,.182,11,28,.393,.359,1,2,.500,6,11,4,6,1,6,9,29
Noelle Quinn,2008,MIN,G,32,25,533,47,118,.398,10,32,.313,37,86,.430,.441,12,18,.667,12,69,81,21,2,46,33,116
Kristen Rasmussen,2008,MIN,F,31,0,393,27,72,.375,8,23,.348,19,49,.388,.431,17,23,.739,32,85,27,12,6,19,48,79
Ruth Riley,2008,SAS,C,30,3,580,63,145,.434,9,28,.321,54,117,.462,.466,18,21,.857,14,108,31,14,41,52,101,153
Ashley Robinson,2008,SEA,C,33,1,329,13,43,.302,0,0,,13,43,.302,.302,3,10,.300,29,72,12,12,20,28,62,29
Adrianne Ross,2008,SAS,G,4,0,7,0,2,.000,0,0,,0,2,.000,.000,2,2,1.000,0,1,0,0,0,0,2,2
Leah Rush,2008,CHI,F,2,0,12,0,2,.000,0,1,.000,0,1,.000,.000,3,4,.750,0,0,0,0,0,2,4,3
Sheri Sam,2008,DET,G-F,32,15,478,34,110,.309,6,21,.286,28,89,.315,.336,18,26,.692,29,91,38,19,3,31,36,92
Nakia Sanford,2008,WAS,C-F,34,28,795,90,199,.452,0,0,,90,199,.452,.452,49,123,.398,77,193,40,21,11,83,138,229
Olayinka Sanni,2008,DET,F-C,31,9,325,41,82,.500,0,1,.000,41,81,.506,.500,24,37,.649,26,64,6,11,7,40,59,106
Kelly Santos,2008,SEA,F,22,1,134,16,41,.390,0,0,,16,41,.390,.390,15,23,.652,10,28,5,4,2,10,26,47
Kelly Schumacher,2008,DET,C,7,0,89,6,16,.375,0,2,.000,6,14,.429,.375,2,2,1.000,4,20,5,2,3,8,13,14
Olympia Scott,2008,PHO,C,6,0,69,8,22,.364,0,0,,8,22,.364,.364,0,0,,2,19,3,1,6,6,23,16
K.B. Sharp,2008,CHI,G,34,6,598,39,90,.433,9,28,.321,30,62,.484,.483,19,29,.655,7,45,49,14,0,31,27,106
Ashley Shields,2008,TOT,G,10,0,56,8,29,.276,3,11,.273,5,18,.278,.328,5,8,.625,0,3,3,2,0,7,6,24
Brooke Smith,2008,PHO,F-C,10,0,134,16,28,.571,0,0,,16,28,.571,.571,9,13,.692,10,36,9,2,3,9,29,41
Crystal Smith,2008,TOT,G,29,4,392,39,110,.355,14,38,.368,25,72,.347,.418,29,36,.806,10,28,25,14,2,34,43,121
Katie Smith,2008,DET,G,34,34,1152,157,410,.383,76,211,.360,81,199,.407,.476,110,124,.887,10,94,137,32,3,80,70,500
Kim Smith,2008,SAC,F,21,0,143,12,47,.255,1,12,.083,11,35,.314,.266,8,12,.667,5,14,5,7,2,9,22,33
Tangela Smith,2008,PHO,C,25,25,722,111,266,.417,16,46,.348,95,220,.432,.447,39,45,.867,50,176,28,28,29,41,98,277
Wanisha Smith,2008,DET,G,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0
Michelle Snow,2008,HOU,C,34,34,856,126,238,.529,1,2,.500,125,236,.530,.532,83,119,.697,75,230,43,18,31,64,111,336
Sidney Spencer,2008,LAS,G,33,2,451,63,155,.406,31,81,.383,32,74,.432,.506,17,18,.944,28,62,18,14,4,23,48,174
Ann Strother,2008,ATL,G-F,21,0,160,12,34,.353,7,19,.368,5,15,.333,.456,8,12,.667,5,13,7,5,3,3,17,39
Tammy Sutton-Brown,2008,IND,C,33,33,956,143,289,.495,0,1,.000,143,288,.497,.495,103,153,.673,63,208,17,20,57,69,113,389
Ketia Swanier,2008,CON,G,25,6,231,13,47,.277,7,30,.233,6,17,.353,.351,8,10,.800,5,29,26,14,1,20,17,41
Sheryl Swoopes,2008,SEA,F-G,29,25,706,75,192,.391,14,63,.222,61,129,.473,.427,41,59,.695,26,126,60,43,9,31,44,205
Diana Taurasi,2008,PHO,G,34,34,1083,258,579,.446,89,247,.360,169,332,.509,.522,215,247,.870,26,172,121,46,46,83,125,820
Kasha Terry,2008,TOT,C-F,22,8,299,37,81,.457,0,0,,37,81,.457,.457,20,33,.606,28,69,12,10,11,43,55,94
Christi Thomas,2008,LAS,F-C,20,0,159,12,34,.353,1,6,.167,11,28,.393,.368,4,8,.500,10,40,6,2,8,8,33,29
LaToya Thomas,2008,TOT,F,20,0,187,23,53,.434,5,9,.556,18,44,.409,.481,4,9,.444,10,30,4,3,1,20,19,55
Tina Thompson,2008,HOU,F,30,29,1074,188,456,.412,56,139,.403,132,317,.416,.474,110,128,.859,48,208,64,33,20,112,74,542
Erin Thorn,2008,NYL,G,32,5,380,36,106,.340,19,71,.268,17,35,.486,.429,10,11,.909,2,20,36,7,2,20,22,101
Barbara Turner,2008,CON,G-F,34,6,663,80,192,.417,44,118,.373,36,74,.486,.531,69,89,.775,23,108,52,12,14,40,62,273
Krystal Vaughn,2008,WAS,F,15,0,78,3,19,.158,0,2,.000,3,17,.176,.158,6,10,.600,4,15,0,2,2,10,6,12
DeMya Walker,2008,SAC,F,7,0,52,5,11,.455,0,0,,5,11,.455,.455,1,2,.500,4,6,1,5,0,10,10,11
Marcedes Walker,2008,HOU,C,2,0,11,0,4,.000,0,0,,0,4,.000,.000,0,2,.000,5,7,1,0,1,4,3,0
Ann Wauters,2008,SAS,C,32,31,980,195,366,.533,11,31,.355,184,335,.549,.548,70,98,.714,47,239,56,36,38,70,75,471
Kendra Wecker,2008,WAS,F,9,0,48,2,17,.118,1,7,.143,1,10,.100,.147,0,0,,4,11,7,3,0,7,5,5
Lindsay Whalen,2008,CON,G,31,31,908,141,306,.461,27,80,.338,114,226,.504,.505,126,157,.803,33,174,166,45,1,58,87,435
Erica White,2008,HOU,G,34,2,426,25,88,.284,1,7,.143,24,81,.296,.290,70,78,.897,14,47,47,23,3,48,60,121
Tan White,2008,IND,G,33,22,894,119,325,.366,39,120,.325,80,205,.390,.426,51,60,.850,27,101,80,43,14,85,88,328
Tamika Whitmore,2008,CON,F,34,33,911,160,392,.408,34,108,.315,126,284,.444,.452,75,96,.781,40,161,47,20,13,68,95,429
Khadijah Whittington,2008,IND,F,22,0,186,17,44,.386,0,0,,17,44,.386,.386,9,17,.529,10,34,6,9,11,12,42,43
Candice Wiggins,2008,MIN,G,30,1,824,137,340,.403,37,121,.306,100,219,.457,.457,161,197,.817,39,97,90,54,7,57,113,472
Brittany Wilkins,2008,SAS,C,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0
Adrian Williams-Strong,2008,SAC,C-F,34,33,687,86,196,.439,0,0,,86,196,.439,.439,35,57,.614,68,167,20,19,8,54,73,207
Le'coe Willingham,2008,PHO,F,34,27,834,139,244,.570,5,27,.185,134,217,.618,.580,60,81,.741,86,202,29,22,7,46,116,343
Lisa Willis,2008,NYL,G,34,2,458,59,140,.421,44,94,.468,15,46,.326,.579,29,30,.967,8,58,14,29,5,31,45,191
Tamika Williams,2008,CON,F,34,1,374,30,72,.417,0,2,.000,30,70,.429,.417,24,41,.585,48,99,13,10,1,26,40,84
Tanisha Wright,2008,SEA,G,34,14,808,108,250,.432,4,24,.167,104,226,.460,.440,48,61,.787,32,116,84,31,8,78,94,268
Brooke Wyckoff,2008,CHI,F,34,23,594,25,73,.342,16,51,.314,9,22,.409,.452,9,16,.563,14,79,46,14,20,34,80,75
Sophia Young-Malcolm,2008,SAS,F,33,33,1054,207,433,.478,0,3,.000,207,430,.481,.478,162,206,.786,52,186,75,53,17,57,86,576
Tamera Young,2008,ATL,F,33,15,745,80,240,.333,13,40,.325,67,200,.335,.360,67,97,.691,44,139,41,30,10,59,97,240
Sharnee' Zoll,2008,MIN,G,6,0,30,2,8,.250,1,3,.333,1,5,.200,.313,5,6,.833,1,3,3,1,0,3,2,10
Matee Ajavon,2009,WAS,G,34,4,587,85,253,.336,28,82,.341,57,171,.333,.391,74,110,.673,27,64,37,37,4,50,84,272
Nicky Anosike,2009,MIN,F-C,30,29,896,130,265,.491,1,4,.250,129,261,.494,.492,135,194,.696,73,222,81,81,28,61,88,396
La'Tangela Atkinson,2009,SEA,G-F,2,1,46,2,8,.250,0,1,.000,2,7,.286,.250,1,2,.500,6,18,5,10,1,4,5,5
Seimone Augustus,2009,MIN,G,6,6,178,49,86,.570,9,14,.643,40,72,.556,.622,19,21,.905,4,25,9,12,3,13,5,126
Sherill Baker,2009,DET,G,1,0,11,2,3,.667,0,0,,2,3,.667,.667,3,3,1.000,1,1,1,1,0,1,1,7
Mistie Bass,2009,CHI,F,8,5,126,20,39,.513,0,2,.000,20,37,.541,.513,9,16,.563,12,27,3,5,3,4,12,49
Suzy Batkovic-Brown,2009,SEA,C,20,0,147,21,43,.488,3,11,.273,18,32,.563,.523,2,8,.250,9,29,4,5,6,24,29,47
Ashley Battle,2009,NYL,F,34,3,548,63,148,.426,19,46,.413,44,102,.431,.490,32,46,.696,17,85,40,31,2,52,48,177
Alana Beard,2009,WAS,G-F,31,30,985,188,438,.429,32,107,.299,156,331,.471,.466,84,114,.737,19,123,68,72,18,100,97,492
Tully Bevilaqua,2009,IND,G,34,32,861,68,181,.376,37,107,.346,31,74,.419,.478,36,54,.667,12,79,97,62,8,48,76,209
Sue Bird,2009,SEA,G,31,31,1101,154,377,.408,54,150,.360,100,227,.441,.480,35,41,.854,12,78,179,47,3,81,50,397
Chante Black,2009,CON,C,33,8,428,35,92,.380,0,1,.000,35,91,.385,.380,27,43,.628,41,107,6,13,27,25,54,97
Nikki Blue,2009,WAS,G,16,0,91,7,24,.292,3,9,.333,4,15,.267,.354,7,10,.700,2,10,12,7,0,13,12,24
Shannon Bobbitt,2009,LAS,G,33,3,353,26,85,.306,8,37,.216,18,48,.375,.353,11,13,.846,11,33,46,15,1,28,34,71
Whitney Boddie,2009,SAC,G,4,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,1,0,1,1,2
DeWanna Bonner,2009,PHO,G-F,34,0,724,127,278,.457,2,13,.154,125,265,.472,.460,125,154,.812,70,196,13,23,25,34,70,381
Kara Braxton,2009,DET,C-F,28,2,504,106,201,.527,0,0,,106,201,.527,.527,40,62,.645,66,167,41,19,18,51,79,252
Kiesha Brown,2009,CON,G,34,0,393,47,123,.382,18,54,.333,29,69,.420,.455,18,22,.818,9,55,38,13,3,29,35,130
Rebekkah Brunson,2009,SAC,F,27,17,665,124,255,.486,0,1,.000,124,254,.488,.486,83,106,.783,67,190,9,40,16,45,57,331
Janell Burse,2009,SEA,C,34,8,541,74,145,.510,0,0,,74,145,.510,.510,59,80,.738,31,107,10,21,31,35,71,207
Dominique Canty,2009,CHI,G,34,34,776,74,194,.381,4,11,.364,70,183,.383,.392,82,119,.689,18,63,109,28,5,57,96,234
Essence Carson,2009,NYL,F-G,34,34,859,131,321,.408,34,102,.333,97,219,.443,.461,44,48,.917,24,72,46,37,10,54,76,340
Swin Cash,2009,SEA,F,32,29,1094,139,355,.392,10,31,.323,129,324,.398,.406,102,128,.797,62,214,82,28,16,91,98,390
Iziane Castro Marques,2009,ATL,F-G,34,33,915,184,445,.413,49,142,.345,135,303,.446,.469,71,91,.780,20,75,67,36,2,83,75,488
Tamika Catchings,2009,IND,F,34,34,1084,157,407,.386,40,122,.328,117,285,.411,.435,158,181,.873,86,245,107,99,18,88,92,512
Shameka Christon,2009,NYL,G,32,31,1014,154,383,.402,78,204,.382,76,179,.425,.504,128,148,.865,29,156,56,28,27,56,102,514
Kristi Cirone,2009,CON,G,4,0,23,2,5,.400,1,3,.333,1,2,.500,.500,2,3,.667,0,5,4,2,0,0,3,7
Marissa Coleman,2009,WAS,G-F,28,0,525,54,159,.340,29,80,.363,25,79,.316,.431,34,45,.756,22,76,22,20,9,34,44,171
Monique Currie,2009,WAS,F,34,34,728,78,217,.359,20,52,.385,58,165,.352,.406,102,127,.803,38,146,61,29,14,57,83,278
Helen Darling,2009,SAS,G,34,13,642,27,109,.248,13,44,.295,14,65,.215,.307,37,55,.673,14,61,100,30,5,40,79,104
Jessica Davenport,2009,IND,C,26,0,181,29,55,.527,0,0,,29,55,.527,.527,14,20,.700,15,40,6,7,14,21,38,72
Tanae Davis-Cain,2009,DET,G,1,0,4,1,5,.200,0,3,.000,1,2,.500,.200,0,1,.000,2,2,0,0,0,0,0,2
Anna DeForge,2009,DET,G,7,7,113,5,18,.278,0,4,.000,5,14,.357,.278,0,0,,6,20,10,4,0,7,7,10
Erika de Souza,2009,ATL,F-C,34,34,928,170,322,.528,0,0,,170,322,.528,.528,62,95,.653,119,309,38,32,44,70,117,402
Tamecka Dixon,2009,IND,G,32,1,424,55,134,.410,4,10,.400,51,124,.411,.425,18,21,.857,10,51,37,12,3,27,45,132
Scholanda Dorrell,2009,SAC,G,34,29,633,79,193,.409,8,25,.320,71,168,.423,.430,59,87,.678,19,53,27,33,7,54,70,225
Katie Douglas,2009,IND,G-F,31,31,1003,188,459,.410,66,189,.349,122,270,.452,.481,105,122,.861,24,120,85,56,7,75,45,547
Candice Dupree,2009,CHI,F,34,34,1186,204,476,.429,24,62,.387,180,414,.435,.454,102,130,.785,76,268,75,35,41,81,54,534
Shyra Ely-Gash,2009,CHI,F,34,9,497,84,201,.418,23,60,.383,61,141,.433,.475,41,51,.804,22,88,20,12,8,36,55,232
Lauren Ervin,2009,CON,F,8,0,56,8,17,.471,0,0,,8,17,.471,.471,0,2,.000,4,13,0,1,0,2,5,16
Barbara Farris,2009,DET,F-C,13,3,110,2,9,.222,0,0,,2,9,.222,.222,13,16,.813,3,18,5,5,0,9,17,17
Marie Ferdinand-Harris,2009,LAS,G,28,6,339,58,135,.430,4,22,.182,54,113,.478,.444,31,37,.838,17,41,24,15,2,22,44,151
Cheryl Ford,2009,DET,F,29,29,755,97,227,.427,0,3,.000,97,224,.433,.427,55,100,.550,71,215,25,28,13,49,105,249
Sylvia Fowles,2009,CHI,C,24,20,692,103,172,.599,0,0,,103,172,.599,.599,64,99,.646,52,188,19,21,35,76,72,270
A'Quonesia Franklin,2009,SEA,G,2,0,20,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,2,1,1,0,1,2,0
Megan Frazee,2009,SAS,F,29,0,326,52,126,.413,14,37,.378,38,89,.427,.468,27,39,.692,27,84,15,8,5,21,43,145
Kerri Gardin,2009,CON,F,33,23,596,58,159,.365,10,39,.256,48,120,.400,.396,54,89,.607,54,143,39,25,24,38,57,180
